Iter  | Wout Imp | Green It | Nb Yello | Nb Red I | LB         | Lagr Cost | Real Cost | Primal Co | UB     | Step   | Lambda   | Alpha    | Feasibility | Time      | 
159   | 3        | 0        | 0        | 3        | 608.313394 | 607.73307 | 526.00000 | 558.71492 | 834.00 | 0.0697 | 2.000000 | 0.100000 | NO          | 0.847624  | 
160   | 0        | 1        | 0        | 0        | 609.120655 | 609.12065 | 507.00000 | 551.62019 | 834.00 | 0.0698 | 2.000000 | 0.100000 | NO          | 0.849092  | 
161   | 1        | 0        | 0        | 1        | 609.120655 | 607.97304 | 607.00000 | 559.14198 | 834.00 | 0.0684 | 2.000000 | 0.100000 | NO          | 0.850535  | 
162   | 2        | 0        | 0        | 2        | 609.120655 | 608.01424 | 536.00000 | 555.58514 | 834.00 | 0.0688 | 2.000000 | 0.100000 | NO          | 0.851971  | 
163   | 3        | 0        | 0        | 3        | 609.120655 | 607.75575 | 592.00000 | 560.84471 | 834.00 | 0.0688 | 2.000000 | 0.100000 | NO          | 0.853388  | 
164   | 0        | 1        | 0        | 0        | 609.225403 | 609.22540 | 489.00000 | 551.68556 | 834.00 | 0.0688 | 2.000000 | 0.100000 | NO          | 0.854825  | 
165   | 1        | 0        | 0        | 1        | 609.225403 | 607.66295 | 587.00000 | 557.13884 | 834.00 | 0.0685 | 2.000000 | 0.100000 | NO          | 0.856235  | 
166   | 2        | 0        | 0        | 2        | 609.225403 | 607.76632 | 597.00000 | 563.29340 | 834.00 | 0.0685 | 2.000000 | 0.100000 | NO          | 0.857627  | 
167   | 3        | 0        | 0        | 3        | 609.225403 | 608.24671 | 549.00000 | 561.28956 | 834.00 | 0.0686 | 2.000000 | 0.100000 | NO          | 0.859020  | 
168   | 4        | 0        | 0        | 4        | 609.225403 | 609.10532 | 567.00000 | 562.17455 | 834.00 | 0.0686 | 2.000000 | 0.100000 | NO          | 0.860532  | 
169   | 0        | 1        | 0        | 0        | 609.264701 | 609.26470 | 584.00000 | 565.05712 | 834.00 | 0.0686 | 2.000000 | 0.100000 | NO          | 0.861963  | 
170   | 1        | 0        | 0        | 1        | 609.264701 | 608.00104 | 606.00000 | 571.38200 | 834.00 | 0.0685 | 2.000000 | 0.100000 | NO          | 0.863436  | 
171   | 2        | 0        | 0        | 2        | 609.264701 | 608.64223 | 551.00000 | 568.04640 | 834.00 | 0.0686 | 2.000000 | 0.100000 | NO          | 0.864828  | 
172   | 0        | 1        | 0        | 0        | 609.617533 | 609.61753 | 534.00000 | 564.01733 | 834.00 | 0.0687 | 2.000000 | 0.100000 | NO          | 0.866257  | 
173   | 1        | 0        | 0        | 1        | 609.617533 | 607.49889 | 603.00000 | 569.65897 | 834.00 | 0.0679 | 2.000000 | 0.100000 | NO          | 0.867684  | 
174   | 2        | 0        | 0        | 2        | 609.617533 | 608.57174 | 535.00000 | 564.55510 | 834.00 | 0.0679 | 2.000000 | 0.100000 | NO          | 0.869249  | 
175   | 3        | 0        | 0        | 3        | 609.617533 | 609.31437 | 568.00000 | 565.04644 | 834.00 | 0.0681 | 2.000000 | 0.100000 | NO          | 0.870742  | 
176   | 4        | 0        | 0        | 4        | 609.617533 | 609.27612 | 579.00000 | 567.00863 | 834.00 | 0.0680 | 2.000000 | 0.100000 | NO          | 0.872275  | 
177   | 5        | 0        | 0        | 5        | 609.617533 | 609.38378 | 506.00000 | 557.92816 | 834.00 | 0.0679 | 2.000000 | 0.100000 | NO          | 0.873854  | 
178   | 0        | 1        | 0        | 0        | 610.226852 | 610.22685 | 571.00000 | 559.51232 | 834.00 | 0.0678 | 2.000000 | 0.100000 | NO          | 0.875396  | 
179   | 1        | 0        | 0        | 1        | 610.226852 | 608.56583 | 515.00000 | 552.39277 | 834.00 | 0.0666 | 2.000000 | 0.100000 | NO          | 0.876857  | 
180   | 2        | 0        | 0        | 2        | 610.226852 | 609.75733 | 607.00000 | 560.70871 | 834.00 | 0.0669 | 2.000000 | 0.100000 | NO          | 0.878256  | 
181   | 3        | 0        | 0        | 3        | 610.226852 | 610.19830 | 571.00000 | 562.19657 | 834.00 | 0.0670 | 2.000000 | 0.100000 | NO          | 0.879705  | 
182   | 0        | 1        | 0        | 0        | 610.708845 | 610.70884 | 596.00000 | 566.29730 | 834.00 | 0.0669 | 2.000000 | 0.100000 | NO          | 0.881139  | 
183   | 1        | 0        | 0        | 1        | 610.708845 | 608.06415 | 535.00000 | 561.47549 | 834.00 | 0.0659 | 2.000000 | 0.100000 | NO          | 0.882563  | 
184   | 2        | 0        | 0        | 2        | 610.708845 | 609.95568 | 615.00000 | 570.16163 | 834.00 | 0.0659 | 2.000000 | 0.100000 | NO          | 0.883986  | 
185   | 3        | 0        | 0        | 3        | 610.708845 | 610.30220 | 574.00000 | 570.75857 | 834.00 | 0.0665 | 2.000000 | 0.100000 | NO          | 0.885401  | 
186   | 0        | 1        | 0        | 0        | 611.062771 | 611.06277 | 491.00000 | 559.95015 | 834.00 | 0.0666 | 2.000000 | 0.100000 | NO          | 0.886898  | 
187   | 1        | 0        | 0        | 1        | 611.062771 | 609.81430 | 567.00000 | 560.93536 | 834.00 | 0.0660 | 2.000000 | 0.100000 | NO          | 0.888398  | 
188   | 2        | 0        | 0        | 2        | 611.062771 | 609.95085 | 617.00000 | 569.42918 | 834.00 | 0.0658 | 2.000000 | 0.100000 | NO          | 0.889834  | 
189   | 3        | 0        | 0        | 3        | 611.062771 | 610.53174 | 591.00000 | 572.21135 | 834.00 | 0.0659 | 2.000000 | 0.100000 | NO          | 0.891266  | 
190   | 0        | 1        | 0        | 0        | 611.461903 | 611.46190 | 530.00000 | 567.38004 | 834.00 | 0.0656 | 2.000000 | 0.100000 | NO          | 0.892668  | 
191   | 1        | 0        | 0        | 1        | 611.461903 | 608.62501 | 570.00000 | 567.82284 | 834.00 | 0.0650 | 2.000000 | 0.100000 | NO          | 0.894030  | 
192   | 2        | 0        | 0        | 2        | 611.461903 | 610.15838 | 535.00000 | 563.58699 | 834.00 | 0.0651 | 2.000000 | 0.100000 | NO          | 0.895431  | 
193   | 3        | 0        | 0        | 3        | 611.461903 | 611.16775 | 637.00000 | 575.54845 | 834.00 | 0.0647 | 2.000000 | 0.100000 | NO          | 0.896806  | 
194   | 4        | 0        | 0        | 4        | 611.461903 | 610.71542 | 563.00000 | 573.75157 | 834.00 | 0.0652 | 2.000000 | 0.100000 | NO          | 0.898219  | 
195   | 5        | 0        | 0        | 5        | 611.461903 | 610.83278 | 576.00000 | 574.06808 | 834.00 | 0.0650 | 2.000000 | 0.100000 | NO          | 0.899730  | 
196   | 6        | 0        | 0        | 6        | 611.461903 | 610.63898 | 491.00000 | 563.60218 | 834.00 | 0.0650 | 2.000000 | 0.100000 | NO          | 0.901184  | 
197   | 7        | 0        | 0        | 7        | 611.461903 | 611.23016 | 608.00000 | 570.73848 | 834.00 | 0.0647 | 2.000000 | 0.100000 | NO          | 0.902624  | 
198   | 8        | 0        | 0        | 8        | 611.461903 | 610.99464 | 530.00000 | 565.52234 | 834.00 | 0.0650 | 2.000000 | 0.100000 | NO          | 0.904181  | 
199   | 0        | 1        | 0        | 0        | 611.474393 | 611.47439 | 621.00000 | 573.78226 | 834.00 | 0.0647 | 2.000000 | 0.100000 | NO          | 0.905667  | 
200   | 1        | 0        | 0        | 1        | 611.474393 | 609.07127 | 617.00000 | 580.02430 | 834.00 | 0.0648 | 2.000000 | 0.100000 | NO          | 0.907145  | 
201   | 2        | 0        | 0        | 2        | 611.474393 | 609.79529 | 582.00000 | 580.31977 | 834.00 | 0.0649 | 2.000000 | 0.100000 | NO          | 0.908591  | 
202   | 3        | 0        | 0        | 3        | 611.474393 | 609.87447 | 506.00000 | 567.61759 | 834.00 | 0.0650 | 2.000000 | 0.100000 | NO          | 0.909991  | 
203   | 4        | 0        | 0        | 4        | 611.474393 | 610.89900 | 597.00000 | 572.15181 | 834.00 | 0.0650 | 2.000000 | 0.100000 | NO          | 0.911432  | 
204   | 0        | 1        | 0        | 0        | 612.647172 | 612.64717 | 600.00000 | 575.41655 | 834.00 | 0.0650 | 2.000000 | 0.100000 | NO          | 0.912869  | 
205   | 1        | 0        | 0        | 1        | 612.647172 | 610.74831 | 641.00000 | 585.60637 | 834.00 | 0.0628 | 2.000000 | 0.100000 | NO          | 0.914391  | 
206   | 2        | 0        | 0        | 2        | 612.647172 | 611.35112 | 524.00000 | 576.54197 | 834.00 | 0.0627 | 2.000000 | 0.100000 | NO          | 0.915837  | 
207   | 3        | 0        | 0        | 3        | 612.647172 | 612.50315 | 531.00000 | 570.65145 | 834.00 | 0.0628 | 2.000000 | 0.100000 | NO          | 0.917245  | 
208   | 0        | 1        | 0        | 0        | 613.047079 | 613.04707 | 656.00000 | 581.13822 | 834.00 | 0.0626 | 2.000000 | 0.100000 | NO          | 0.918636  | 
209   | 1        | 0        | 0        | 1        | 613.047079 | 610.35873 | 576.00000 | 580.39137 | 834.00 | 0.0623 | 2.000000 | 0.100000 | NO          | 0.920096  | 
210   | 2        | 0        | 0        | 2        | 613.047079 | 612.05292 | 561.00000 | 577.78907 | 834.00 | 0.0623 | 2.000000 | 0.100000 | NO          | 0.921633  | 
211   | 3        | 0        | 0        | 3        | 613.047079 | 611.84656 | 637.00000 | 585.99808 | 834.00 | 0.0621 | 2.000000 | 0.100000 | NO          | 0.923207  | 
212   | 4        | 0        | 0        | 4        | 613.047079 | 612.12233 | 503.00000 | 573.58727 | 834.00 | 0.0620 | 2.000000 | 0.100000 | NO          | 0.924739  | 
213   | 5        | 0        | 0        | 5        | 613.047079 | 612.20047 | 542.00000 | 568.79436 | 834.00 | 0.0621 | 2.000000 | 0.100000 | NO          | 0.926312  | 
214   | 6        | 0        | 0        | 6        | 613.047079 | 612.78811 | 536.00000 | 564.77609 | 834.00 | 0.0622 | 2.000000 | 0.100000 | NO          | 0.927863  | 
215   | 0        | 1        | 0        | 0        | 613.057215 | 613.05721 | 528.00000 | 558.49383 | 834.00 | 0.0620 | 2.000000 | 0.100000 | NO          | 0.929407  | 
216   | 1        | 0        | 0        | 1        | 613.057215 | 612.25801 | 516.00000 | 552.66091 | 834.00 | 0.0620 | 2.000000 | 0.100000 | NO          | 0.930942  | 
217   | 2        | 0        | 0        | 2        | 613.057215 | 611.62326 | 616.00000 | 562.05293 | 834.00 | 0.0619 | 2.000000 | 0.100000 | NO          | 0.932467  | 
218   | 3        | 0        | 0        | 3        | 613.057215 | 611.79057 | 596.00000 | 566.78485 | 834.00 | 0.0620 | 2.000000 | 0.100000 | NO          | 0.933916  | 
219   | 4        | 0        | 0        | 4        | 613.057215 | 612.95638 | 620.00000 | 574.03233 | 834.00 | 0.0621 | 2.000000 | 0.100000 | NO          | 0.935359  | 
220   | 5        | 0        | 0        | 5        | 613.057215 | 612.15178 | 585.00000 | 575.56162 | 834.00 | 0.0619 | 2.000000 | 0.100000 | NO          | 0.936846  | 
221   | 6        | 0        | 0        | 6        | 613.057215 | 612.38519 | 532.00000 | 568.03301 | 834.00 | 0.0618 | 2.000000 | 0.100000 | NO          | 0.938332  | 
222   | 0        | 1        | 0        | 0        | 613.394703 | 613.39470 | 608.00000 | 572.77898 | 834.00 | 0.0622 | 2.000000 | 0.100000 | NO          | 0.939953  | 
223   | 1        | 0        | 0        | 1        | 613.394703 | 611.93107 | 563.00000 | 571.33694 | 834.00 | 0.0615 | 2.000000 | 0.100000 | NO          | 0.941518  | 
224   | 2        | 0        | 0        | 2        | 613.394703 | 612.86209 | 622.00000 | 578.36858 | 834.00 | 0.0615 | 2.000000 | 0.100000 | NO          | 0.942995  | 
225   | 3        | 0        | 0        | 3        | 613.394703 | 612.57101 | 510.00000 | 568.79441 | 834.00 | 0.0616 | 2.000000 | 0.100000 | NO          | 0.944453  | 
226   | 4        | 0        | 0        | 4        | 613.394703 | 612.79015 | 649.00000 | 580.37997 | 834.00 | 0.0614 | 2.000000 | 0.100000 | NO          | 0.945842  | 
227   | 5        | 0        | 0        | 5        | 613.394703 | 612.20268 | 545.00000 | 575.37812 | 834.00 | 0.0615 | 2.000000 | 0.100000 | NO          | 0.947291  | 
228   | 6        | 0        | 0        | 6        | 613.394703 | 613.29906 | 626.00000 | 582.28080 | 834.00 | 0.0615 | 2.000000 | 0.100000 | NO          | 0.948735  | 
229   | 7        | 0        | 0        | 7        | 613.394703 | 613.29993 | 567.00000 | 580.23107 | 834.00 | 0.0614 | 2.000000 | 0.100000 | NO          | 0.950174  | 
230   | 0        | 1        | 0        | 0        | 613.478241 | 613.47824 | 603.00000 | 583.75182 | 834.00 | 0.0614 | 2.000000 | 0.100000 | NO          | 0.951649  | 
231   | 1        | 0        | 0        | 1        | 613.478241 | 611.23943 | 551.00000 | 578.57252 | 834.00 | 0.0616 | 2.000000 | 0.100000 | NO          | 0.953261  | 
232   | 2        | 0        | 0        | 2        | 613.478241 | 612.18969 | 533.00000 | 571.85430 | 834.00 | 0.0619 | 2.000000 | 0.100000 | NO          | 0.954772  | 
233   | 3        | 0        | 0        | 3        | 613.478241 | 612.59489 | 636.00000 | 581.28709 | 834.00 | 0.0619 | 2.000000 | 0.100000 | NO          | 0.956283  | 
234   | 4        | 0        | 0        | 4        | 613.478241 | 612.82108 | 525.00000 | 572.14566 | 834.00 | 0.0619 | 2.000000 | 0.100000 | NO          | 0.957705  | 
235   | 5        | 0        | 0        | 5        | 613.478241 | 613.34585 | 583.00000 | 573.41407 | 834.00 | 0.0620 | 2.000000 | 0.100000 | NO          | 0.959162  | 
236   | 6        | 0        | 0        | 6        | 613.478241 | 613.44974 | 552.00000 | 570.85080 | 834.00 | 0.0617 | 2.000000 | 0.100000 | NO          | 0.960605  | 
237   | 0        | 1        | 0        | 0        | 613.679082 | 613.67908 | 522.00000 | 563.85976 | 834.00 | 0.0618 | 2.000000 | 0.100000 | NO          | 0.962025  | 
238   | 1        | 0        | 0        | 1        | 613.679082 | 611.67606 | 610.00000 | 571.09627 | 834.00 | 0.0615 | 2.000000 | 0.100000 | NO          | 0.963480  | 
239   | 2        | 0        | 0        | 2        | 613.679082 | 612.62467 | 551.00000 | 568.21668 | 834.00 | 0.0614 | 2.000000 | 0.100000 | NO          | 0.964945  | 
240   | 3        | 0        | 0        | 3        | 613.679082 | 613.13366 | 606.00000 | 574.00232 | 834.00 | 0.0614 | 2.000000 | 0.100000 | NO          | 0.966481  | 
241   | 4        | 0        | 0        | 4        | 613.679082 | 613.00010 | 509.00000 | 565.39164 | 834.00 | 0.0615 | 2.000000 | 0.100000 | NO          | 0.967972  | 
242   | 0        | 1        | 0        | 0        | 613.860351 | 613.86035 | 644.00000 | 575.82180 | 834.00 | 0.0613 | 2.000000 | 0.100000 | NO          | 0.969467  | 
243   | 1        | 0        | 0        | 1        | 613.860351 | 611.12006 | 585.00000 | 577.37694 | 834.00 | 0.0609 | 2.000000 | 0.100000 | NO          | 0.970909  | 
244   | 2        | 0        | 0        | 2        | 613.860351 | 612.42665 | 559.00000 | 574.66230 | 834.00 | 0.0611 | 2.000000 | 0.100000 | NO          | 0.972401  | 
245   | 3        | 0        | 0        | 3        | 613.860351 | 613.57445 | 622.00000 | 581.50881 | 834.00 | 0.0612 | 2.000000 | 0.100000 | NO          | 0.973891  | 
246   | 4        | 0        | 0        | 4        | 613.860351 | 613.56546 | 531.00000 | 574.63572 | 834.00 | 0.0613 | 2.000000 | 0.100000 | NO          | 0.975461  | 
247   | 5        | 0        | 0        | 5        | 613.860351 | 613.72415 | 619.00000 | 580.64477 | 834.00 | 0.0612 | 2.000000 | 0.100000 | NO          | 0.976968  | 
248   | 0        | 1        | 0        | 0        | 614.063627 | 614.06362 | 539.00000 | 574.72573 | 834.00 | 0.0609 | 2.000000 | 0.100000 | NO          | 0.978592  | 
249   | 1        | 0        | 0        | 1        | 614.063627 | 612.71873 | 541.00000 | 569.22182 | 834.00 | 0.0608 | 2.000000 | 0.100000 | NO          | 0.980153  | 
250   | 2        | 0        | 0        | 2        | 614.063627 | 613.19921 | 640.00000 | 578.69570 | 834.00 | 0.0609 | 2.000000 | 0.100000 | NO          | 0.981705  | 
251   | 3        | 0        | 0        | 3        | 614.063627 | 613.51153 | 525.00000 | 570.35061 | 834.00 | 0.0610 | 2.000000 | 0.100000 | NO          | 0.983217  | 
252   | 4        | 0        | 0        | 4        | 614.063627 | 614.05214 | 561.00000 | 569.03910 | 834.00 | 0.0610 | 2.000000 | 0.100000 | NO          | 0.984683  | 
253   | 5        | 0        | 0        | 5        | 614.063627 | 613.94333 | 565.00000 | 568.49206 | 834.00 | 0.0608 | 2.000000 | 0.100000 | NO          | 0.986134  | 
254   | 6        | 0        | 0        | 6        | 614.063627 | 613.47922 | 650.00000 | 580.59741 | 834.00 | 0.0606 | 2.000000 | 0.100000 | NO          | 0.987570  | 
255   | 7        | 0        | 0        | 7        | 614.063627 | 613.84580 | 519.00000 | 572.15919 | 834.00 | 0.0606 | 2.000000 | 0.100000 | NO          | 0.989011  | 
256   | 0        | 1        | 0        | 0        | 614.113190 | 614.11319 | 542.00000 | 567.91404 | 834.00 | 0.0606 | 2.000000 | 0.100000 | NO          | 0.990449  | 
257   | 1        | 0        | 0        | 1        | 614.113190 | 611.76124 | 624.00000 | 577.30240 | 834.00 | 0.0604 | 2.000000 | 0.100000 | NO          | 0.991930  | 
258   | 2        | 0        | 0        | 2        | 614.113190 | 612.83178 | 635.00000 | 585.88489 | 834.00 | 0.0606 | 2.000000 | 0.100000 | NO          | 0.993466  | 
259   | 3        | 0        | 0        | 3        | 614.113190 | 614.00137 | 567.00000 | 583.24562 | 834.00 | 0.0606 | 2.000000 | 0.100000 | NO          | 0.994912  | 
260   | 4        | 0        | 0        | 4        | 614.113190 | 613.90497 | 550.00000 | 578.49726 | 834.00 | 0.0606 | 2.000000 | 0.100000 | NO          | 0.996393  | 
261   | 0        | 1        | 0        | 0        | 614.188101 | 614.18810 | 508.00000 | 570.02640 | 834.00 | 0.0604 | 2.000000 | 0.100000 | NO          | 0.997831  | 
262   | 1        | 0        | 0        | 1        | 614.188101 | 612.00552 | 636.00000 | 580.79188 | 834.00 | 0.0602 | 2.000000 | 0.100000 | NO          | 0.999225  | 
263   | 2        | 0        | 0        | 2        | 614.188101 | 613.52065 | 654.00000 | 591.44783 | 834.00 | 0.0602 | 2.000000 | 0.100000 | NO          | 1.000632  | 
264   | 3        | 0        | 0        | 3        | 614.188101 | 613.22283 | 496.00000 | 576.67734 | 834.00 | 0.0601 | 2.000000 | 0.100000 | NO          | 1.002020  | 
265   | 0        | 1        | 0        | 0        | 614.471149 | 614.47114 | 536.00000 | 571.02899 | 834.00 | 0.0604 | 2.000000 | 0.100000 | NO          | 1.003431  | 
266   | 1        | 0        | 0        | 1        | 614.471149 | 612.15328 | 585.00000 | 573.29736 | 834.00 | 0.0597 | 2.000000 | 0.100000 | NO          | 1.004904  | 
267   | 2        | 0        | 0        | 2        | 614.471149 | 613.38741 | 558.00000 | 571.11847 | 834.00 | 0.0600 | 2.000000 | 0.100000 | NO          | 1.006336  | 
268   | 3        | 0        | 0        | 3        | 614.471149 | 614.14160 | 513.00000 | 563.15359 | 834.00 | 0.0598 | 2.000000 | 0.100000 | NO          | 1.007792  | 
269   | 4        | 0        | 0        | 4        | 614.471149 | 614.25457 | 641.00000 | 574.14041 | 834.00 | 0.0597 | 2.000000 | 0.100000 | NO          | 1.009250  | 
270   | 5        | 0        | 0        | 5        | 614.471149 | 613.76865 | 518.00000 | 566.79887 | 834.00 | 0.0597 | 2.000000 | 0.100000 | NO          | 1.010655  | 
271   | 6        | 0        | 0        | 6        | 614.471149 | 614.15270 | 562.00000 | 566.11946 | 834.00 | 0.0596 | 2.000000 | 0.100000 | NO          | 1.012030  | 
272   | 0        | 1        | 0        | 0        | 614.571849 | 614.57184 | 572.00000 | 566.84731 | 834.00 | 0.0595 | 2.000000 | 0.100000 | NO          | 1.013456  | 
273   | 1        | 0        | 0        | 1        | 614.571849 | 612.90576 | 597.00000 | 571.59252 | 834.00 | 0.0593 | 2.000000 | 0.100000 | NO          | 1.014830  | 
274   | 2        | 0        | 0        | 2        | 614.571849 | 614.28898 | 603.00000 | 575.72542 | 834.00 | 0.0595 | 2.000000 | 0.100000 | NO          | 1.016215  | 
275   | 0        | 1        | 0        | 0        | 615.090921 | 615.09092 | 568.00000 | 574.78902 | 834.00 | 0.0595 | 2.000000 | 0.100000 | NO          | 1.017644  | 
276   | 1        | 0        | 0        | 1        | 615.090921 | 612.90224 | 509.00000 | 564.72355 | 834.00 | 0.0585 | 2.000000 | 0.100000 | NO          | 1.019150  | 
277   | 2        | 0        | 0        | 2        | 615.090921 | 614.01263 | 524.00000 | 558.84716 | 834.00 | 0.0584 | 2.000000 | 0.100000 | NO          | 1.020608  | 
278   | 3        | 0        | 0        | 3        | 615.090921 | 614.83051 | 604.00000 | 565.26102 | 834.00 | 0.0583 | 2.000000 | 0.100000 | NO          | 1.022056  | 
279   | 4        | 0        | 0        | 4        | 615.090921 | 614.29114 | 608.00000 | 571.80686 | 834.00 | 0.0585 | 2.000000 | 0.100000 | NO          | 1.023449  | 
280   | 5        | 0        | 0        | 5        | 615.090921 | 614.75059 | 530.00000 | 566.18292 | 834.00 | 0.0587 | 2.000000 | 0.100000 | NO          | 1.024851  | 
281   | 6        | 0        | 0        | 6        | 615.090921 | 614.89904 | 626.00000 | 575.11052 | 834.00 | 0.0584 | 2.000000 | 0.100000 | NO          | 1.026404  | 
282   | 0        | 1        | 0        | 0        | 615.244440 | 615.24444 | 556.00000 | 572.55901 | 834.00 | 0.0586 | 2.000000 | 0.100000 | NO          | 1.027898  | 
283   | 1        | 0        | 0        | 1        | 615.244440 | 613.08124 | 593.00000 | 575.98874 | 834.00 | 0.0585 | 2.000000 | 0.100000 | NO          | 1.029392  | 
284   | 2        | 0        | 0        | 2        | 615.244440 | 615.18682 | 567.00000 | 574.63283 | 834.00 | 0.0587 | 2.000000 | 0.100000 | NO          | 1.030860  | 
285   | 3        | 0        | 0        | 3        | 615.244440 | 614.95409 | 575.00000 | 574.68352 | 834.00 | 0.0591 | 2.000000 | 0.100000 | NO          | 1.032439  | 
286   | 4        | 0        | 0        | 4        | 615.244440 | 614.94565 | 606.00000 | 578.90902 | 834.00 | 0.0590 | 2.000000 | 0.100000 | NO          | 1.033947  | 
287   | 0        | 1        | 0        | 0        | 615.704488 | 615.70448 | 608.00000 | 582.21902 | 834.00 | 0.0589 | 2.000000 | 0.100000 | NO          | 1.035449  | 
288   | 1        | 0        | 0        | 1        | 615.704488 | 613.86521 | 492.00000 | 569.20281 | 834.00 | 0.0578 | 2.000000 | 0.100000 | NO          | 1.036935  | 
289   | 2        | 0        | 0        | 2        | 615.704488 | 614.00205 | 652.00000 | 582.18928 | 834.00 | 0.0578 | 2.000000 | 0.100000 | NO          | 1.038461  | 
290   | 3        | 0        | 0        | 3        | 615.704488 | 615.47033 | 652.00000 | 593.95179 | 834.00 | 0.0579 | 2.000000 | 0.100000 | NO          | 1.039935  | 
291   | 4        | 0        | 0        | 4        | 615.704488 | 614.90147 | 502.00000 | 581.13841 | 834.00 | 0.0581 | 2.000000 | 0.100000 | NO          | 1.041404  | 
292   | 5        | 0        | 0        | 5        | 615.704488 | 615.25537 | 628.00000 | 588.07547 | 834.00 | 0.0579 | 2.000000 | 0.100000 | NO          | 1.042819  | 
293   | 6        | 0        | 0        | 6        | 615.704488 | 615.04394 | 537.00000 | 580.63158 | 834.00 | 0.0580 | 2.000000 | 0.100000 | NO          | 1.044325  | 
294   | 7        | 0        | 0        | 7        | 615.704488 | 615.47481 | 600.00000 | 583.10192 | 834.00 | 0.0579 | 2.000000 | 0.100000 | NO          | 1.045815  | 
295   | 8        | 0        | 0        | 8        | 615.704488 | 615.46495 | 534.00000 | 576.73569 | 834.00 | 0.0578 | 2.000000 | 0.100000 | NO          | 1.047341  | 
296   | 9        | 0        | 0        | 9        | 615.704488 | 615.66500 | 554.00000 | 573.42481 | 834.00 | 0.0578 | 2.000000 | 0.100000 | NO          | 1.048814  | 
297   | 0        | 1        | 0        | 0        | 615.791922 | 615.79192 | 613.00000 | 578.35737 | 834.00 | 0.0578 | 2.000000 | 0.100000 | NO          | 1.050303  | 
298   | 1        | 0        | 0        | 1        | 615.791922 | 613.64853 | 545.00000 | 573.50063 | 834.00 | 0.0575 | 2.000000 | 0.100000 | NO          | 1.051746  | 
299   | 2        | 0        | 0        | 2        | 615.791922 | 614.72408 | 623.00000 | 581.43281 | 834.00 | 0.0575 | 2.000000 | 0.100000 | NO          | 1.053202  | 
300   | 3        | 0        | 0        | 3        | 615.791922 | 614.77987 | 632.00000 | 587.02001 | 834.00 | 0.0577 | 2.000000 | 0.050000 | NO          | 1.054635  | 
301   | 0        | 1        | 0        | 0        | 615.847767 | 615.84776 | 533.00000 | 582.17237 | 834.00 | 0.0581 | 2.000000 | 0.050000 | NO          | 1.056035  | 
302   | 1        | 0        | 0        | 1        | 615.847767 | 614.74764 | 540.00000 | 578.31102 | 834.00 | 0.0582 | 2.000000 | 0.050000 | NO          | 1.057499  | 
303   | 2        | 0        | 0        | 2        | 615.847767 | 615.37721 | 662.00000 | 586.96185 | 834.00 | 0.0583 | 2.000000 | 0.050000 | NO          | 1.059035  | 
304   | 0        | 1        | 0        | 0        | 616.359779 | 616.35977 | 619.00000 | 589.42544 | 834.00 | 0.0587 | 2.000000 | 0.050000 | NO          | 1.060518  | 
305   | 1        | 0        | 0        | 1        | 616.359779 | 615.63904 | 520.00000 | 582.74077 | 834.00 | 0.0578 | 2.000000 | 0.050000 | NO          | 1.061946  | 
306   | 0        | 1        | 0        | 0        | 616.617469 | 616.61746 | 556.00000 | 580.69789 | 834.00 | 0.0578 | 2.000000 | 0.050000 | NO          | 1.063362  | 
307   | 1        | 0        | 0        | 1        | 616.617469 | 615.98034 | 537.00000 | 577.50243 | 834.00 | 0.0573 | 2.000000 | 0.050000 | NO          | 1.064758  | 
308   | 0        | 1        | 0        | 0        | 616.760212 | 616.76021 | 518.00000 | 573.16568 | 834.00 | 0.0573 | 2.000000 | 0.050000 | NO          | 1.066181  | 
309   | 1        | 0        | 0        | 1        | 616.760212 | 616.22327 | 590.00000 | 574.47837 | 834.00 | 0.0571 | 2.000000 | 0.050000 | NO          | 1.067600  | 
310   | 2        | 0        | 0        | 2        | 616.760212 | 616.51086 | 603.00000 | 576.82889 | 834.00 | 0.0571 | 2.000000 | 0.050000 | NO          | 1.068982  | 
311   | 0        | 1        | 0        | 0        | 617.078803 | 617.07880 | 517.00000 | 572.93576 | 834.00 | 0.0572 | 2.000000 | 0.050000 | NO          | 1.070436  | 
312   | 1        | 0        | 0        | 1        | 617.078803 | 616.42310 | 623.00000 | 576.89917 | 834.00 | 0.0566 | 2.000000 | 0.050000 | NO          | 1.071876  | 
313   | 2        | 0        | 0        | 2        | 617.078803 | 617.04051 | 546.00000 | 574.51434 | 834.00 | 0.0566 | 2.000000 | 0.050000 | NO          | 1.073342  | 
314   | 0        | 1        | 0        | 0        | 618.066108 | 618.06610 | 581.00000 | 575.00728 | 834.00 | 0.0566 | 2.000000 | 0.050000 | NO          | 1.074795  | 
315   | 1        | 0        | 0        | 1        | 618.066108 | 616.84762 | 623.00000 | 578.78456 | 834.00 | 0.0828 | 2.000000 | 0.050000 | NO          | 1.076198  | 
316   | 2        | 0        | 0        | 2        | 618.066108 | 616.92299 | 546.00000 | 576.29522 | 834.00 | 0.0828 | 2.000000 | 0.050000 | NO          | 1.077608  | 
317   | 3        | 0        | 0        | 3        | 618.066108 | 617.08221 | 580.00000 | 576.60038 | 834.00 | 0.0827 | 2.000000 | 0.050000 | NO          | 1.079185  | 
